date,arrivals_canary,canary_wave_u,canary_wave_v,canary_swell_wave_u,canary_swell_wave_v,canary_wind_10m_u,canary_wind_10m_v,canary_ocean_current_u,canary_ocean_current_v,canary_wave_period,canary_swell_wave_period,canary_sst_temperature,canary_precipitation,canary_pressure_msl,canary_cloud_cover
2020-12-31,3457,,,,,9.262872695860734,13.93490345893569,,,,,,0.1,1019.439247311828,46.461021505376344
2021-01-31,2077,,,,,7.086156947383736,14.249995509159627,,,,,,13.5,1021.0967741935484,37.611559139784944
2021-02-28,264,,,,,6.475431534875489,17.818907092798256,,,,,,8.9,1020.0218749999999,27.223214285714285
2021-03-31,1135,,,,,3.8454899353382834,17.573320970230885,,,,,,0.0,1017.9947580645161,29.927419354838708
2021-04-30,1277,,,,,2.395838740250759,16.856503283012334,,,,,,0.30000000000000004,1016.1213888888889,38.3875
2021-05-31,886,,,,,5.827233211151527,30.176295945429306,,,,,,0.0,1017.059811827957,45.736559139784944
2021-06-30,1313,,,,,7.6675781541667085,26.663036950972774,,,,,,0.0,1018.0595833333334,40.483333333333334
2021-07-31,582,,,,,4.495741556342818,31.00665384758257,,,,,,0.0,1015.2006720430109,19.52016129032258
2021-08-31,1764,,,,,7.192538062293169,25.593588605260134,,,,,,0.0,1015.8568548387096,20.913978494623656
2021-09-30,3994,,,,,8.953124636012776,19.174749664320544,,,,,,0.1,1016.4043055555555,17.830555555555556
2021-10-31,3621,-0.16731256115456822,1.430799260811646,-0.3195113641530048,0.911415330295868,9.841740444036638,21.185333987725436,,,8.740215924426451,8.732658569500675,,0.0,1017.2655913978494,37.168010752688176
2021-11-30,3508,-0.0646209570585161,1.529640403519223,-0.28998637126626237,1.126992886273142,12.24496954270694,16.143606769654745,,,9.504305555555556,9.25798611111111,,0.6000000000000001,1017.58375,43.99166666666667
2021-12-31,2621,-0.43166205268571994,1.5745088134255305,-0.6010853296998732,1.2481778736562315,10.915178041292252,10.864899154057111,,,10.545564516129032,10.068682795698924,,0.0,1019.9034946236559,24.998655913978496
2022-01-31,3194,-0.08343172928958338,1.1229178664199277,-0.39659114305257204,0.8156787469637862,13.24238018983388,6.503726217048529,0.002301842412135611,-0.019831583964121966,9.602956989247312,9.765255376344086,,12.0,1020.077688172043,32.123655913978496
2022-02-28,2410,-0.09700788812301926,1.8284317838576365,-0.3377556113371109,1.303464614351399,10.228174248637847,14.773806427252824,-0.43308123423925515,-0.0685264881100408,10.13861607142857,10.076636904761905,,1.5,1019.5785714285715,32.217261904761905
2022-03-31,415,-0.6758322169689466,1.955734123554672,-0.7318078952593328,1.3708460617073759,2.0420680382290377,22.134525289315647,-0.5156515226496602,-0.06216440371072968,9.980577956989247,9.98252688172043,,3.9000000000000004,1018.2131720430107,32.27284946236559
2022-04-30,664,-0.14049322790432053,1.787329610217484,-0.2239856088081308,1.0929244267190874,4.21790042071941,21.712431287683604,0.09693935634087175,-1.012730862313476,8.486319444444444,8.278263888888889,,2.2,1015.5911111111111,35.579166666666666
2022-05-31,1895,-0.06512859214636163,1.3434751177663538,-0.20212028198211493,0.8354742434064434,3.6831612959076696,19.309215686140902,-0.4644416259614863,-0.6435764710587526,7.568413978494624,7.638037634408602,,0.4,1016.7137096774194,38.375
2022-06-30,337,0.04414550400464959,1.7124362572358258,-0.06553408921436933,0.9212253308614996,6.487559915861823,26.68095983548236,-0.6636712192881856,-0.3796243275950059,7.2463194444444445,7.467430555555556,,0.1,1017.3726388888889,35.644444444444446
2022-07-31,755,0.11094181256667447,1.6873667469840776,0.01970909278905121,0.850325432187733,5.735097633373805,28.580564842434008,-0.8256074795739635,-0.37176494012293226,6.448991935483871,6.771102150537634,,0.2,1014.7168010752689,27.301075268817204
2022-08-31,1089,0.21917242329236208,1.615928958542433,-0.0049540039560779445,0.8940978294190772,8.845944773039223,27.64895625279344,-0.38037542848422273,-0.33812097568363064,6.375537634408602,6.804569892473118,,1.8,1013.9139784946236,30.232526881720432
2022-09-30,1760,0.07314328285919379,1.3483542292155073,-0.10431526979291629,0.735372704433079,9.180551269627246,20.586188530923277,-0.5588789618846157,-0.5723485952959972,7.075833333333334,7.133541666666666,,13.9,1016.1847222222223,29.225
2022-10-31,1938,-0.29661089025992154,1.4530579541739284,-0.3702821903617715,1.1635553847641669,7.020928904584846,19.580568593910886,-0.48573412606261746,-0.2661094964744271,9.094422043010752,8.471572580645162,,3.5,1016.8318548387097,34.263440860215056
2022-11-30,731,-0.37673251539265634,1.7793257962498128,-0.6564270741405505,1.2967504737463968,14.262408534197862,18.44652474807718,-0.795467560851757,0.0339522862405887,10.756319444444445,10.850902777777778,21.456989247311828,0.0,1019.6423611111111,24.545833333333334
2022-12-31,494,-0.7483949873110781,1.2425140140290851,-0.6816651615349231,0.9719552210540997,4.533591471930269,0.9236013432021386,-0.0422107935222539,-0.12951539815745397,10.610147849462365,9.908198924731183,21.268682795698926,6.7,1018.2163978494624,37.740591397849464
2023-01-31,573,0.21866993945433383,1.8448517154441813,-0.3451823662287146,1.2870212327366308,17.784453746237663,20.460938121983553,-0.42229967819966946,-0.4860426961321124,8.745766129032258,9.150336021505376,19.918548387096774,1.9000000000000001,1022.7504032258065,31.157258064516128
2023-02-28,1311,-0.2653094385349999,1.305245335908889,-0.28273502007745477,0.903958658101757,3.7825400280494277,12.349330122632486,-0.08721412121712148,-0.32910102296875354,9.5046875,9.17827380952381,19.026934523809523,11.6,1019.4586309523809,30.852678571428573
2023-03-31,329,-0.4114022974726727,1.6169758952395172,-0.5854120709524,0.8707988680745643,10.976953553980112,22.268605624707927,-0.35084479546559755,-0.04245100896450176,9.850067204301075,10.65228494623656,19.64717741935484,0.0,1017.6994623655914,31.008064516129032
2023-04-30,1202,-0.176083800431705,1.544277954744034,-0.21055457654758145,0.8762919365724176,2.445132386973504,23.141726016912916,-0.45881068016636556,0.08584170162885268,8.320972222222222,8.250972222222222,19.78236111111111,1.0,1015.2206944444445,31.968055555555555
2023-05-31,1047,0.1408807119420546,1.581978853407239,0.0022539803686176586,1.0704446023597394,3.8764493816628467,22.95781507818065,-0.1936411932823821,-0.41931949337317437,7.769422043010753,7.466397849462366,21.195698924731182,0.0,1017.2247311827956,22.2997311827957
2023-06-30,2751,-0.32352022277174536,0.8180145587416845,-0.17709041810377246,0.4403975960474336,-2.493206657805503,15.133741137219719,0.2498907203857597,-0.5860621304927963,6.976319444444444,6.639444444444444,23.16333333333333,0.30000000000000004,1015.1933333333333,26.741666666666667
2023-07-31,1342,0.29083014021493364,1.7915366383892903,0.05914890516278284,0.8034148544007401,7.579861448644207,30.50633726187286,-0.8981494693568375,-0.40525459031890976,6.520228494623656,7.228897849462366,23.340725806451612,0.0,1016.6783602150537,29.868279569892472
2023-08-31,2922,0.09484961310517177,1.5853249236667493,0.03863055041608462,0.9292641701040704,4.301020947091629,25.6205836088618,-0.41544577789151954,-0.6236096851041215,6.920833333333333,6.761559139784946,22.968682795698925,0.5,1014.436559139785,26.262096774193548
2023-09-30,3728,-0.23173524978826868,1.31346448857653,-0.29525259184256164,0.9770254484918672,8.126433880147308,19.289453352860228,-0.4049273652754397,-0.08469660718200521,8.591527777777777,8.44138888888889,23.69916666666667,0.7000000000000001,1016.3751388888888,33.55
2023-10-31,15581,-0.2640683246355297,1.4166249443734766,-0.41486608051920154,1.099178842313911,9.052322818317961,12.975362262964447,-0.5415373666349215,0.21688053839737456,9.387690179806363,9.353665283540803,23.770967741935483,2.5,1015.3381720430107,35.51075268817204
2023-11-30,4730,-0.3203183969254136,1.6087329441517935,-0.48593196592607224,1.1553906788368027,11.857838750993993,18.110463459004333,-0.8147269711580913,-0.4702529319148646,9.970850767085077,10.259693165969317,23.101527777777775,1.1,1018.8698611111112,35.731944444444444
2023-12-31,4814,-0.0889907959544098,1.296985576837837,-0.3783388115585173,0.9762836853392375,15.70456183903265,10.1270534934639,-0.4797914679616544,0.20617922514828288,9.169086021505377,9.409005376344087,22.010752688172044,8.8,1021.1694892473118,29.123655913978496
2024-01-31,7270,-0.6256115316529091,1.1633816306354778,-0.6678277053550798,0.8239663698852089,11.361930141190733,4.9090978741140665,-0.08708707389832183,0.4967394442784468,10.712231182795698,10.138306451612904,21.244489247311826,0.0,1020.7672043010754,37.41263440860215
2024-02-29,4883,-0.07534374424979387,1.7833181833275138,-0.45191868291500104,1.0785192902081975,13.648405570048936,17.459362993339635,-0.1655738653496515,-0.25071347814878925,9.442097701149425,10.506752873563219,20.09655172413793,0.1,1021.6672413793103,42.5
2024-03-31,1144,-0.5420438776289269,2.0797212342063225,-0.6152187825330416,1.6908002998544522,0.4560658038962092,18.0123210983529,0.46587979090998133,-0.7437689154918092,10.07883064516129,9.567069892473118,19.601612903225806,4.9,1017.175806451613,27.177419354838708
2024-04-30,2786,-0.16303849943065396,1.5461000299970815,-0.2448937999051573,0.9824608153046667,5.1806312197480535,23.015153389084585,-0.06089736324952598,-1.1676973873423266,8.241180555555555,8.341458333333334,20.227222222222224,0.1,1015.9136111111112,29.31388888888889
2024-05-31,1133,0.2195904691517678,1.6669243643218286,0.11347872496662521,0.813795416551656,6.445911387673645,26.871140427844963,-0.803930943241671,-0.28990896279744877,6.821572580645161,7.129637096774193,20.465725806451612,0.0,1016.7231182795699,50.60618279569893
2024-06-30,2261,0.045756619507218085,1.588577969863813,-0.07916723660977355,0.8792570922372175,4.448545584415777,24.835961745647722,-0.6358771119355675,-0.6969055450048713,6.612222222222223,7.414652777777778,20.94611111111111,0.1,1017.3397222222222,39.69444444444444
2024-07-31,2198,0.17883725898511046,1.6019060533225835,0.12079536982954933,0.6551074618620598,5.883312525917393,28.570988911404243,-0.27363354900196274,-0.3599705849175163,6.150873655913978,6.452889784946236,20.83319892473118,0.0,1015.2760752688172,25.780913978494624
2024-08-31,4050,0.11038888578724128,1.7345329270584597,-0.10106902281101247,1.0025310616746166,8.162572563922575,27.93390798419019,-0.7696783732787983,-0.08491500520504379,6.794556451612903,6.819354838709678,21.703897849462365,0.1,1013.880376344086,26.1747311827957
2024-09-30,5083,0.12308311443521873,1.3951247476513309,-0.0473337081339902,0.9430391083745849,8.512937414377966,21.864657559413857,-0.05415554397096185,-0.10033004086231068,7.174027777777778,6.90875,22.46861111111111,0.0,1015.5777777777778,30.865277777777777
2024-10-31,3418,-0.26498816410971343,1.6109846819334759,-0.33891388754146945,1.1678355667914617,5.997079071815446,17.42694870044682,-0.6925815477278554,-0.05948669496184334,8.942204301075268,8.540524193548386,22.73561827956989,1.8,1017.6920698924731,36.36827956989247
2024-11-30,7563,-0.4914109760908825,1.0203965402050432,-0.282864704751946,0.7779635490858299,5.455458460391455,3.4412702769051204,-0.23943247040112065,0.5326647527390378,9.725902777777778,9.051319444444443,22.609861111111112,1.8,1016.8423611111111,42.65
2024-12-31,5054,0.2780211289429934,1.3955568006123187,-0.20779791337533882,0.9921169520217779,16.413170283808828,11.308796523085654,-0.11628401191002541,-0.17001944170267164,8.695497311827957,9.2934811827957,21.669354838709676,2.5,1022.1177419354839,36.95564516129032
2025-01-31,4752,-0.5968872152578893,1.509739225015917,-0.6484245093202149,0.909724081047681,9.981796112479527,13.2325468905797,-0.22929508161116152,-0.5032357838057139,10.479166666666666,10.34361559139785,20.177286135693215,0.7000000000000001,1022.6860215053764,28.309139784946236
2025-02-28,2386,-0.4868003996410468,1.6936103709134596,-0.7053846842315051,1.1427412776109622,11.611918050956815,19.71529066989313,-0.5162274742434606,-0.4343803845396561,10.120833333333334,10.516369047619047,19.13474178403756,0.6000000000000001,1021.6056547619048,24.03125
2025-03-31,2286,-0.7169976249659088,1.8584561695146793,-0.6081197427776641,1.5572735549379013,-4.185549176745368,12.059324719696583,0.39212610847960266,-0.39724044429350036,9.628494623655914,8.852553763440861,19.584139784946238,4.0,1016.3697580645161,29.032258064516128
2025-04-30,1114,-0.5277278672441238,1.4606994022963784,-0.4650477149449386,0.9585307272451669,-0.9056196521120583,16.59809037961019,0.19143220448950266,-0.2214855450567069,8.094166666666666,8.267777777777779,20.014444444444443,10.5,1015.6279166666666,37.233333333333334
2025-05-31,594,-0.1622951322783496,1.356751304281205,-0.15306575218092747,0.742800611951768,1.7930096446336556,19.95891641546415,-0.31463915443105506,-0.23625867319711918,7.267338709677419,7.62741935483871,20.551344086021505,0.6000000000000001,1017.3861559139785,37.549731182795696
2025-06-30,306,0.10896582096574134,1.6851423114547726,-0.13570591323288403,0.709479615906355,5.9824949114389785,28.444264267773466,-0.5678982323703569,-0.42992390595961555,6.366736111111111,7.589166666666666,20.764166666666668,0.1,1018.2356481481481,45.56944444444444
